Source MAC,Destination MAC,Packet Count
b0:b8:67:43:50:01,c6:32:1f:43:60:a9,2
b0:b8:67:43:50:02,c6:32:1f:43:60:a9,2
b0:b8:67:43:4c:00,c6:32:1f:43:60:a9,1
e2:4b:31:16:4a:07,ff:ff:ff:ff:ff:ff,4
b0:b8:67:43:55:a0,e2:4b:31:16:4a:07,2
b0:b8:67:43:55:a1,e2:4b:31:16:4a:07,2
b0:b8:67:43:55:a3,e2:4b:31:16:4a:07,2
da:c4:d3:96:3e:1b,ff:ff:ff:ff:ff:ff,1
12:24:b6:6a:a6:e8,ff:ff:ff:ff:ff:ff,1
8a:c0:14:48:2a:1d,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:61,d6:1a:85:c1:43:07,37
54:1f:8d:80:0b:1d,16:58:28:78:0d:bd,1
e6:18:f8:0e:e8:45,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:1e:62,e6:18:f8:0e:e8:45,1
5e:bb:ad:cd:0b:c3,ff:ff:ff:ff:ff:ff,2
5a:1c:9a:5f:bd:85,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,72:62:23:0d:5d:89,1
b0:b8:67:43:50:01,72:62:23:0d:5d:89,1
b0:b8:67:43:50:02,72:62:23:0d:5d:89,1
54:1f:8d:80:0b:1d,62:5e:34:82:93:87,1
7c:57:3c:a4:1e:60,62:5e:34:82:93:87,2
7c:57:3c:a4:1e:61,62:5e:34:82:93:87,1
7c:57:3c:a4:1e:62,62:5e:34:82:93:87,2
7c:57:3c:a4:1e:61,5a:9c:ce:7d:1a:e9,1
7c:57:3c:a4:1e:62,5a:9c:ce:7d:1a:e9,1
54:1f:8d:80:0b:1d,52:be:56:61:c4:13,1
76:b9:69:db:c6:75,ff:ff:ff:ff:ff:ff,1
54:1f:8d:80:0b:1d,76:b9:69:db:c6:75,1
fe:14:7c:64:32:61,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,d6:54:1b:10:89:d1,2
b0:b8:67:43:55:a1,d6:54:1b:10:89:d1,1
b0:b8:67:43:55:a3,d6:54:1b:10:89:d1,1
d6:54:1b:10:89:d1,ff:ff:ff:ff:ff:ff,5
22:a2:d0:18:80:04,ff:ff:ff:ff:ff:ff,1
c6:cc:56:cc:83:f6,ff:ff:ff:ff:ff:ff,16
7c:57:3c:a4:1e:62,d6:54:1b:10:89:d1,1
3e:4b:53:56:7f:b0,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:01,0a:f5:35:8e:df:f7,1
b0:b8:67:43:50:02,0a:f5:35:8e:df:f7,1
32:8f:4e:53:14:9d,ff:ff:ff:ff:ff:ff,1
42:2d:5f:00:72:ff,ff:ff:ff:ff:ff:ff,1
ee:92:c6:3a:1e:bc,ff:ff:ff:ff:ff:ff,1
0a:c8:36:60:b9:61,ff:ff:ff:ff:ff:ff,2
f2:de:fa:c5:12:0d,ff:ff:ff:ff:ff:ff,1
62:a6:0b:d7:71:d1,ff:ff:ff:ff:ff:ff,1
7a:5c:72:38:7a:10,ff:ff:ff:ff:ff:ff,6
54:1f:8d:80:0b:1d,7a:5c:72:38:7a:10,2
7c:57:3c:a4:1e:60,7a:5c:72:38:7a:10,3
7c:57:3c:a4:1e:61,7a:5c:72:38:7a:10,3
7c:57:3c:a4:1e:62,7a:5c:72:38:7a:10,2
b0:b8:67:43:50:00,8e:3c:a5:f4:7e:1a,1
b0:b8:67:43:50:01,8e:3c:a5:f4:7e:1a,1
b0:b8:67:43:50:02,8e:3c:a5:f4:7e:1a,1
b0:b8:67:43:50:00,ea:a2:98:b7:d5:c7,1
b0:b8:67:43:50:01,ea:a2:98:b7:d5:c7,1
b0:b8:67:43:50:02,ea:a2:98:b7:d5:c7,1
b0:b8:67:43:50:00,f8:59:71:a6:58:1a,22
b0:b8:67:43:50:01,f8:59:71:a6:58:1a,20
b0:b8:67:43:50:02,f8:59:71:a6:58:1a,21
0e:b9:98:ff:20:c2,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a1,0e:b9:98:ff:20:c2,1
b0:b8:67:43:55:a3,0e:b9:98:ff:20:c2,1
b0:b8:67:43:50:00,a0:f4:59:6f:36:63,7
b0:b8:67:43:50:01,a0:f4:59:6f:36:63,7
b0:b8:67:43:50:02,a0:f4:59:6f:36:63,7
b0:b8:67:43:50:00,46:96:1a:b4:1d:20,1
b0:b8:67:43:50:01,46:96:1a:b4:1d:20,1
b0:b8:67:43:50:02,46:96:1a:b4:1d:20,1
b0:b8:67:43:5a:a2,fe:cd:51:35:62:85,1
fe:cd:51:35:62:85,ff:ff:ff:ff:ff:ff,7
7c:57:3c:a4:1e:60,fe:cd:51:35:62:85,1
1a:79:ad:36:6f:b5,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,1a:79:ad:36:6f:b5,1
b0:b8:67:43:55:a1,1a:79:ad:36:6f:b5,1
b0:b8:67:43:55:a3,1a:79:ad:36:6f:b5,1
b0:b8:67:43:4c:00,b6:d1:10:7b:62:3c,2
b0:b8:67:43:4c:01,b6:d1:10:7b:62:3c,2
b0:b8:67:43:4c:02,b6:d1:10:7b:62:3c,2
b0:b8:67:43:50:00,ce:82:00:fd:ce:5b,1
b0:b8:67:43:50:01,ce:82:00:fd:ce:5b,1
b0:b8:67:43:50:02,ce:82:00:fd:ce:5b,1
b0:b8:67:43:55:a1,7e:b0:81:58:bc:d6,2
b0:b8:67:43:55:a3,7e:b0:81:58:bc:d6,2
54:1f:8d:80:0b:1d,8a:ac:5f:6f:ec:b7,1
a6:6f:6c:9f:1a:22,ff:ff:ff:ff:ff:ff,1
a2:1d:d9:c1:38:f1,ff:ff:ff:ff:ff:ff,1
52:76:fe:75:f3:0c,ff:ff:ff:ff:ff:ff,1
52:14:71:c1:22:6e,ff:ff:ff:ff:ff:ff,6
b0:b8:67:43:50:00,36:1a:ee:99:81:04,23
b0:b8:67:43:50:01,36:1a:ee:99:81:04,20
b0:b8:67:43:50:02,36:1a:ee:99:81:04,21
b0:b8:67:43:50:00,52:14:71:c1:22:6e,2
b0:b8:67:43:50:02,52:14:71:c1:22:6e,2
b0:b8:67:43:50:01,52:14:71:c1:22:6e,2
ce:49:c7:88:61:3f,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,3a:dd:be:8a:ff:6d,2
b0:b8:67:43:50:01,3a:dd:be:8a:ff:6d,2
b0:b8:67:43:50:02,3a:dd:be:8a:ff:6d,2
3a:34:1e:6b:f7:46,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,3a:34:1e:6b:f7:46,1
b0:b8:67:43:50:01,3a:34:1e:6b:f7:46,1
b0:b8:67:43:50:02,3a:34:1e:6b:f7:46,1
02:36:6f:ac:a0:c1,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,02:36:6f:ac:a0:c1,1
b0:b8:67:43:55:a1,02:36:6f:ac:a0:c1,1
b0:b8:67:43:55:a3,02:36:6f:ac:a0:c1,1
b2:ed:76:0b:d3:c4,ff:ff:ff:ff:ff:ff,1
76:60:3b:31:7b:0f,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,76:60:3b:31:7b:0f,1
02:82:b5:4f:20:96,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,82:54:6a:eb:d2:4d,1
b0:b8:67:43:55:a1,82:54:6a:eb:d2:4d,1
b0:b8:67:43:50:00,7e:b0:81:58:bc:d6,4
b0:b8:67:43:50:01,7e:b0:81:58:bc:d6,4
b0:b8:67:43:50:02,7e:b0:81:58:bc:d6,4
b0:b8:67:43:50:00,22:ca:ef:bc:19:68,1
b0:b8:67:43:50:01,22:ca:ef:bc:19:68,1
b0:b8:67:43:50:02,22:ca:ef:bc:19:68,1
b0:b8:67:43:55:a0,fe:4a:b3:99:34:16,1
b0:b8:67:43:55:a1,fe:4a:b3:99:34:16,1
b0:b8:67:43:55:a3,fe:4a:b3:99:34:16,1
7c:57:3c:a4:1e:61,01:00:5e:00:00:fb,120
54:1f:8d:80:0b:1d,7e:b0:81:58:bc:d6,6
90:e8:68:a4:0b:e9,ff:ff:ff:ff:ff:ff,34
54:1f:8d:80:0b:1d,90:e8:68:a4:0b:e9,2
54:1f:8d:80:0b:1d,d2:61:a0:02:de:d5,1
a6:16:3c:51:28:b5,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:60,a6:16:3c:51:28:b5,2
7c:57:3c:a4:1e:61,a6:16:3c:51:28:b5,2
7c:57:3c:a4:1e:62,a6:16:3c:51:28:b5,2
b0:b8:67:43:50:00,da:c8:10:c0:68:23,1
b0:b8:67:43:50:01,da:c8:10:c0:68:23,1
b0:b8:67:43:50:02,da:c8:10:c0:68:23,1
b0:b8:67:43:50:00,e2:5a:12:6e:a4:53,2
b0:b8:67:43:50:01,e2:5a:12:6e:a4:53,2
b0:b8:67:43:50:02,e2:5a:12:6e:a4:53,2
b0:b8:67:43:50:00,90:e8:68:a4:0b:e9,1
b0:b8:67:43:50:01,90:e8:68:a4:0b:e9,2
b0:b8:67:43:50:02,90:e8:68:a4:0b:e9,2
7c:57:3c:a4:16:80,90:e8:68:a4:0b:e9,1
56:3c:98:67:3e:70,ff:ff:ff:ff:ff:ff,4
54:1f:8d:80:0b:1d,56:3c:98:67:3e:70,2
7c:57:3c:a4:1e:62,56:3c:98:67:3e:70,1
ca:4b:22:3d:42:1f,ff:ff:ff:ff:ff:ff,2
e2:4e:a5:0b:44:cb,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:1e:61,e2:4e:a5:0b:44:cb,1
3e:34:32:d4:16:56,ff:ff:ff:ff:ff:ff,1
54:1f:8d:80:0b:1d,3e:34:32:d4:16:56,1
7c:57:3c:a4:1e:60,3e:34:32:d4:16:56,1
7c:57:3c:a4:1e:61,3e:34:32:d4:16:56,1
ea:88:43:eb:2b:ae,ff:ff:ff:ff:ff:ff,4
b0:b8:67:43:50:00,ea:88:43:eb:2b:ae,1
b0:b8:67:43:50:01,ea:88:43:eb:2b:ae,1
b0:b8:67:43:50:02,ea:88:43:eb:2b:ae,2
b0:b8:67:43:4c:02,ea:88:43:eb:2b:ae,1
0e:fc:8a:90:4a:b8,6e:ba:62:ea:88:e7,1
54:1f:8d:80:0b:1d,4e:94:34:11:88:fb,1
fe:2e:be:b0:ce:76,ff:ff:ff:ff:ff:ff,5
b0:b8:67:43:4e:a1,fe:2e:be:b0:ce:76,1
7c:57:3c:a4:1e:60,fe:2e:be:b0:ce:76,1
7c:57:3c:a4:1e:61,fe:2e:be:b0:ce:76,2
0e:fc:8a:90:4a:b8,a6:26:b9:dc:63:15,3
7c:57:3c:a4:1e:62,fe:2e:be:b0:ce:76,1
b0:b8:67:43:50:00,5a:1a:05:b2:7a:0f,1
b0:b8:67:43:50:01,5a:1a:05:b2:7a:0f,1
b0:b8:67:43:50:02,5a:1a:05:b2:7a:0f,1
32:d1:23:f2:fe:1d,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,62:37:96:bd:b3:c0,1
b0:b8:67:43:50:01,62:37:96:bd:b3:c0,1
b0:b8:67:43:50:02,62:37:96:bd:b3:c0,1
b0:b8:67:43:50:00,8e:f9:13:da:17:b8,1
b0:b8:67:43:50:01,8e:f9:13:da:17:b8,1
b0:b8:67:43:50:02,8e:f9:13:da:17:b8,1
b0:b8:67:43:50:00,e4:60:17:99:a3:d1,2
b0:b8:67:43:50:01,e4:60:17:99:a3:d1,2
b0:b8:67:43:50:02,e4:60:17:99:a3:d1,2
b0:b8:67:43:50:00,96:58:96:98:88:ee,1
b0:b8:67:43:50:01,96:58:96:98:88:ee,1
b0:b8:67:43:50:02,96:58:96:98:88:ee,1
3a:74:1e:e2:42:ae,ff:ff:ff:ff:ff:ff,1
46:b9:78:ee:06:99,ff:ff:ff:ff:ff:ff,5
b0:b8:67:43:5a:a2,46:b9:78:ee:06:99,1
b0:b8:67:43:50:00,56:42:05:f3:e4:b6,1
b0:b8:67:43:50:01,56:42:05:f3:e4:b6,1
b0:b8:67:43:50:02,56:42:05:f3:e4:b6,1
9a:4d:55:80:6c:08,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:16:80,9a:4d:55:80:6c:08,2
7c:57:3c:a4:16:81,9a:4d:55:80:6c:08,2
7c:57:3c:a4:16:82,9a:4d:55:80:6c:08,1
b0:b8:67:43:50:00,3a:0b:21:90:df:66,3
7c:57:3c:a4:16:80,3a:0b:21:90:df:66,1
b0:b8:67:43:50:01,3a:0b:21:90:df:66,2
b0:b8:67:43:50:02,3a:0b:21:90:df:66,2
3a:0b:21:90:df:66,ff:ff:ff:ff:ff:ff,1
2e:35:61:21:39:c1,ff:ff:ff:ff:ff:ff,5
7c:57:3c:a4:16:80,c2:02:f0:1a:33:1d,2
7c:57:3c:a4:16:81,c2:02:f0:1a:33:1d,1
7c:57:3c:a4:16:82,c2:02:f0:1a:33:1d,1
7c:57:3c:a4:16:80,4a:45:ab:c5:8b:b3,2
7c:57:3c:a4:16:81,4a:45:ab:c5:8b:b3,2
7c:57:3c:a4:16:82,4a:45:ab:c5:8b:b3,2
7c:57:3c:a4:16:80,ca:01:a4:f1:6a:43,1
b0:b8:67:43:50:00,ca:01:a4:f1:6a:43,2
b0:b8:67:43:50:01,ca:01:a4:f1:6a:43,2
b0:b8:67:43:50:02,ca:01:a4:f1:6a:43,2
7c:57:3c:a4:16:82,ca:01:a4:f1:6a:43,1
aa:89:b1:63:54:d1,ff:ff:ff:ff:ff:ff,6
9e:e7:0d:16:63:ce,ff:ff:ff:ff:ff:ff,1
26:98:83:1c:2e:2b,ff:ff:ff:ff:ff:ff,6
2e:ee:60:ef:b7:d0,ff:ff:ff:ff:ff:ff,7
b0:b8:67:43:50:00,2e:ee:60:ef:b7:d0,3
b0:b8:67:43:50:01,2e:ee:60:ef:b7:d0,3
b0:b8:67:43:50:02,2e:ee:60:ef:b7:d0,3
7c:57:3c:a4:16:81,36:5d:79:7f:60:39,1
7c:57:3c:a4:16:82,36:5d:79:7f:60:39,1
ea:88:43:d5:74:58,ff:ff:ff:ff:ff:ff,4
7c:57:3c:a4:16:80,ca:b4:7d:ac:6f:d3,1
7c:57:3c:a4:16:81,ca:b4:7d:ac:6f:d3,1
7c:57:3c:a4:16:82,ca:b4:7d:ac:6f:d3,1
7c:57:3c:a4:16:81,01:00:5e:00:00:fb,14
a6:6e:22:d9:f8:4a,ff:ff:ff:ff:ff:ff,3
7c:57:3c:a4:16:80,a6:6e:22:d9:f8:4a,3
b0:b8:67:43:50:00,a6:6e:22:d9:f8:4a,2
b0:b8:67:43:50:01,a6:6e:22:d9:f8:4a,3
b0:b8:67:43:50:02,a6:6e:22:d9:f8:4a,3
7c:57:3c:a4:16:82,a6:6e:22:d9:f8:4a,2
b0:b8:67:43:4c:00,a6:6e:22:d9:f8:4a,1
7c:57:3c:a4:16:82,c2:e1:8d:81:b6:35,1
b0:b8:67:43:55:a0,1a:2a:fc:3c:eb:db,1
b0:b8:67:43:55:a1,1a:2a:fc:3c:eb:db,1
b0:b8:67:43:55:a3,1a:2a:fc:3c:eb:db,1
b0:b8:67:43:50:02,f2:9e:35:66:64:80,1
f2:9e:35:66:64:80,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:16:80,f2:9e:35:66:64:80,1
b0:b8:67:43:50:00,f2:9e:35:66:64:80,1
b0:b8:67:43:50:01,f2:9e:35:66:64:80,1
fa:31:94:38:6b:3e,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:16:80,fa:31:94:38:6b:3e,1
7c:57:3c:a4:16:82,fa:31:94:38:6b:3e,1
b0:b8:67:43:50:00,fa:31:94:38:6b:3e,1
b0:b8:67:43:50:01,fa:31:94:38:6b:3e,1
b0:b8:67:43:50:02,fa:31:94:38:6b:3e,1
7c:57:3c:a4:16:81,fa:31:94:38:6b:3e,1
b0:b8:67:43:50:00,02:b2:af:fc:00:7a,1
b0:b8:67:43:50:01,02:b2:af:fc:00:7a,1
b0:b8:67:43:50:02,02:b2:af:fc:00:7a,1
7c:57:3c:a4:16:80,f2:65:d7:77:ba:8f,1
b0:b8:67:43:50:00,f2:65:d7:77:ba:8f,1
b0:b8:67:43:50:01,f2:65:d7:77:ba:8f,1
b0:b8:67:43:50:02,f2:65:d7:77:ba:8f,1
7c:57:3c:a4:16:82,f2:65:d7:77:ba:8f,1
8a:27:57:44:00:f2,ff:ff:ff:ff:ff:ff,6
b0:b8:67:43:50:00,7e:6d:03:e5:02:94,1
b0:b8:67:43:50:01,7e:6d:03:e5:02:94,1
b0:b8:67:43:50:02,7e:6d:03:e5:02:94,1
b0:b8:67:43:50:00,8a:27:57:44:00:f2,4
b0:b8:67:43:50:01,8a:27:57:44:00:f2,4
7c:57:3c:a4:16:81,8a:27:57:44:00:f2,4
b0:b8:67:43:50:02,8a:27:57:44:00:f2,4
7c:57:3c:a4:16:80,8e:dd:aa:2f:1c:54,2
7c:57:3c:a4:16:81,8e:dd:aa:2f:1c:54,2
7c:57:3c:a4:16:82,8e:dd:aa:2f:1c:54,2
8e:dd:aa:2f:1c:54,ff:ff:ff:ff:ff:ff,1
32:83:5e:78:bf:e5,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a0,32:83:5e:78:bf:e5,2
2e:1e:70:8a:75:24,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a3,32:83:5e:78:bf:e5,1
b0:b8:67:43:55:a0,3a:e9:d7:fa:3b:d2,1
b0:b8:67:43:55:a1,3a:e9:d7:fa:3b:d2,1
b0:b8:67:43:55:a3,3a:e9:d7:fa:3b:d2,1
da:0f:ea:06:5f:52,ff:ff:ff:ff:ff:ff,2
32:5e:dc:3b:74:34,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:1e:60,32:83:5e:78:bf:e5,3
7c:57:3c:a4:1e:61,32:83:5e:78:bf:e5,3
7c:57:3c:a4:1e:62,32:83:5e:78:bf:e5,3
7c:57:3c:a4:1e:60,2e:1e:70:8a:75:24,2
7c:57:3c:a4:1e:61,2e:1e:70:8a:75:24,2
7c:57:3c:a4:1e:60,66:11:b5:9d:f4:76,1
7c:57:3c:a4:1e:61,66:11:b5:9d:f4:76,1
7c:57:3c:a4:1e:62,66:11:b5:9d:f4:76,1
7c:57:3c:a4:1e:60,be:69:75:f5:b7:75,1
7c:57:3c:a4:1e:61,be:69:75:f5:b7:75,1
7c:57:3c:a4:1e:62,be:69:75:f5:b7:75,1
b0:b8:67:43:55:a0,ae:e0:18:99:50:42,2
b0:b8:67:43:55:a1,ae:e0:18:99:50:42,2
b0:b8:67:43:55:a3,ae:e0:18:99:50:42,2
b0:b8:67:43:55:a0,e4:60:17:99:a3:d1,8
b0:b8:67:43:55:a1,e4:60:17:99:a3:d1,7
b0:b8:67:43:55:a3,e4:60:17:99:a3:d1,9
fa:a3:e6:11:e0:55,ff:ff:ff:ff:ff:ff,19
fa:2a:d9:95:ca:19,ff:ff:ff:ff:ff:ff,4
da:6a:bb:5d:d9:31,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,fa:2a:d9:95:ca:19,3
b0:b8:67:43:50:02,fa:2a:d9:95:ca:19,3
b0:b8:67:43:50:01,fa:2a:d9:95:ca:19,2
7c:57:3c:a4:16:80,8a:27:57:44:00:f2,3
7c:57:3c:a4:16:82,8a:27:57:44:00:f2,2
b0:b8:67:43:55:a0,be:60:62:d4:e8:b3,3
b0:b8:67:43:55:a1,be:60:62:d4:e8:b3,3
b0:b8:67:43:55:a3,be:60:62:d4:e8:b3,3
be:60:62:d4:e8:b3,ff:ff:ff:ff:ff:ff,6
7c:57:3c:a4:16:80,8a:bc:99:75:a9:98,1
7c:57:3c:a4:16:81,8a:bc:99:75:a9:98,1
7c:57:3c:a4:16:82,8a:bc:99:75:a9:98,1
1e:fe:1e:bd:36:4b,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a3,1e:fe:1e:bd:36:4b,1
7c:57:3c:a4:16:80,06:61:ea:b1:ff:ef,1
7c:57:3c:a4:16:81,06:61:ea:b1:ff:ef,1
7c:57:3c:a4:16:82,06:61:ea:b1:ff:ef,1
9a:8a:6f:22:17:23,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,9a:8a:6f:22:17:23,1
b0:b8:67:43:55:a3,9a:8a:6f:22:17:23,1
ca:78:9b:8c:56:58,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,ca:78:9b:8c:56:58,1
b0:b8:67:43:55:a1,ca:78:9b:8c:56:58,1
b0:b8:67:43:55:a3,ca:78:9b:8c:56:58,1
b0:b8:67:43:55:a0,36:18:d9:69:6b:82,2
b0:b8:67:43:55:a1,36:18:d9:69:6b:82,2
b0:b8:67:43:55:a3,36:18:d9:69:6b:82,2
36:18:d9:69:6b:82,ff:ff:ff:ff:ff:ff,5
7c:57:3c:a4:1e:61,36:18:d9:69:6b:82,1
7c:57:3c:a4:1e:62,36:18:d9:69:6b:82,1
c6:3f:9e:d3:07:f4,ff:ff:ff:ff:ff:ff,8
b0:b8:67:43:4c:00,18:47:3d:8b:9f:6d,1
b0:b8:67:43:4c:01,18:47:3d:8b:9f:6d,1
b0:b8:67:43:4c:02,18:47:3d:8b:9f:6d,1
8e:76:0c:1b:cc:80,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,8e:76:0c:1b:cc:80,1
b0:b8:67:43:55:a1,8e:76:0c:1b:cc:80,1
b0:b8:67:43:55:a3,8e:76:0c:1b:cc:80,1
b0:b8:67:43:55:a3,7a:2a:ce:3f:58:d3,1
b0:b8:67:43:55:a0,7a:2a:ce:3f:58:d3,1
42:27:57:2d:50:e3,ff:ff:ff:ff:ff:ff,1
f6:6a:29:7e:41:b3,ff:ff:ff:ff:ff:ff,2
ae:37:ec:75:50:4f,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:61,ae:37:ec:75:50:4f,1
7c:57:3c:a4:1e:62,ae:37:ec:75:50:4f,1
54:1f:8d:80:0b:1d,b2:eb:43:fe:f6:ed,1
7c:57:3c:a4:1e:61,fa:fe:78:a7:d6:c4,1
7c:57:3c:a4:1e:62,fa:fe:78:a7:d6:c4,1
54:1f:8d:80:0b:1d,16:2d:73:b9:ed:4b,1
16:2d:73:b9:ed:4b,ff:ff:ff:ff:ff:ff,7
b0:b8:67:43:50:01,16:2d:73:b9:ed:4b,3
b0:b8:67:43:50:02,16:2d:73:b9:ed:4b,4
b0:b8:67:43:50:00,16:2d:73:b9:ed:4b,3
7c:57:3c:a4:16:81,16:2d:73:b9:ed:4b,2
7c:57:3c:a4:16:82,16:2d:73:b9:ed:4b,1
7c:57:3c:a4:16:80,16:2d:73:b9:ed:4b,1
d2:9a:13:78:2d:06,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:16:80,d2:9a:13:78:2d:06,2
b0:b8:67:43:50:00,d2:9a:13:78:2d:06,2
b0:b8:67:43:50:01,d2:9a:13:78:2d:06,2
7c:57:3c:a4:16:82,d2:9a:13:78:2d:06,2
b0:b8:67:43:50:02,d2:9a:13:78:2d:06,2
da:4d:7e:34:75:54,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,da:4d:7e:34:75:54,1
b0:b8:67:43:55:a1,da:4d:7e:34:75:54,1
b0:b8:67:43:55:a3,da:4d:7e:34:75:54,1
4e:35:c8:1c:f3:48,ff:ff:ff:ff:ff:ff,9
86:17:a5:9a:a2:63,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a1,86:17:a5:9a:a2:63,1
b0:b8:67:43:55:a3,86:17:a5:9a:a2:63,2
b0:b8:67:43:55:a0,86:17:a5:9a:a2:63,1
b0:b8:67:43:55:a0,ca:9c:c3:66:29:c0,2
b0:b8:67:43:55:a1,ca:9c:c3:66:29:c0,2
b0:b8:67:43:55:a3,ca:9c:c3:66:29:c0,2
1c:57:dc:7b:93:c7,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:62,1c:57:dc:7b:93:c7,1
f6:fe:da:6f:ef:83,ff:ff:ff:ff:ff:ff,3
7c:57:3c:a4:16:80,42:50:b7:90:0b:ac,1
7c:57:3c:a4:16:81,42:50:b7:90:0b:ac,1
7c:57:3c:a4:16:82,42:50:b7:90:0b:ac,1
7c:57:3c:a4:16:80,de:a5:fe:4d:0f:71,1
b0:b8:67:43:50:00,de:a5:fe:4d:0f:71,1
b0:b8:67:43:50:01,de:a5:fe:4d:0f:71,1
b0:b8:67:43:50:02,de:a5:fe:4d:0f:71,1
7c:57:3c:a4:16:82,de:a5:fe:4d:0f:71,1
7c:57:3c:a4:16:80,f6:fe:da:6f:ef:83,2
7c:57:3c:a4:16:82,f6:fe:da:6f:ef:83,2
b0:b8:67:43:50:00,f6:fe:da:6f:ef:83,1
b0:b8:67:43:50:01,f6:fe:da:6f:ef:83,1
b0:b8:67:43:50:02,f6:fe:da:6f:ef:83,1
b0:b8:67:43:50:00,c6:61:50:09:ba:88,1
b0:b8:67:43:50:01,c6:61:50:09:ba:88,1
b0:b8:67:43:50:02,c6:61:50:09:ba:88,1
7c:57:3c:a4:16:82,de:3e:de:e9:c8:a2,1
7c:57:3c:a4:16:80,4e:07:71:fe:b3:8b,2
7c:57:3c:a4:16:81,4e:07:71:fe:b3:8b,1
7c:57:3c:a4:16:82,4e:07:71:fe:b3:8b,2
b0:b8:67:43:50:00,4e:07:71:fe:b3:8b,1
b0:b8:67:43:50:01,4e:07:71:fe:b3:8b,1
b0:b8:67:43:50:02,4e:07:71:fe:b3:8b,1
52:d5:08:d4:31:08,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:16:80,52:d5:08:d4:31:08,2
b0:b8:67:43:50:00,52:d5:08:d4:31:08,2
b0:b8:67:43:50:01,52:d5:08:d4:31:08,1
b0:b8:67:43:50:02,52:d5:08:d4:31:08,1
7e:30:bc:a4:1c:8b,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,7e:30:bc:a4:1c:8b,1
b0:b8:67:43:55:a1,7e:30:bc:a4:1c:8b,1
b0:b8:67:43:55:a3,7e:30:bc:a4:1c:8b,1
7c:57:3c:a4:16:80,aa:e4:37:29:81:3b,1
7c:57:3c:a4:16:81,aa:e4:37:29:81:3b,1
7c:57:3c:a4:16:82,aa:e4:37:29:81:3b,1
b0:b8:67:43:55:a0,aa:a5:40:b9:7b:8f,1
b0:b8:67:43:55:a1,aa:a5:40:b9:7b:8f,1
b0:b8:67:43:55:a3,aa:a5:40:b9:7b:8f,1
b0:b8:67:43:55:a0,06:e2:92:1c:b6:23,1
b0:b8:67:43:55:a1,06:e2:92:1c:b6:23,1
b0:b8:67:43:55:a3,06:e2:92:1c:b6:23,1
e2:79:dc:df:32:a7,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:60,3a:7d:00:d9:c3:c8,1
7c:57:3c:a4:1e:61,3a:7d:00:d9:c3:c8,1
3a:7d:00:d9:c3:c8,ff:ff:ff:ff:ff:ff,1
1e:62:89:f9:0b:97,ff:ff:ff:ff:ff:ff,4
b0:b8:67:43:50:00,1e:62:89:f9:0b:97,2
b0:b8:67:43:50:01,1e:62:89:f9:0b:97,2
b0:b8:67:43:50:02,1e:62:89:f9:0b:97,2
e6:1a:02:a8:da:db,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,e6:1a:02:a8:da:db,1
b0:b8:67:43:50:01,e6:1a:02:a8:da:db,1
b0:b8:67:43:50:02,e6:1a:02:a8:da:db,1
b0:b8:67:43:4c:00,1e:62:89:f9:0b:97,1
7c:57:3c:a4:16:80,1e:62:89:f9:0b:97,1
b0:b8:67:43:50:00,7a:2a:23:05:fc:22,2
